easy,swap,gpt,o3-2025-04-16,run_1,20,1,10,10,1,1545.142857,0.72,,7654.250274,
easy,random_small,gpt,o3-2025-04-16,run_1,20,1,10,10,1,4475.428571,,,,
easy,consequece,gpt,o3-2025-04-16,run_1,20,1,10,10,1,7895.414634,,,,
easy,xor_seq,gpt,o3-2025-04-16,run_1,20,1,4,10,0.4,9744.979592,,,,
easy,palindrome,gpt,o3-2025-04-16,run_1,20,1,2,10,0.2,14610.28571,,,,
hard,random_big,gpt,o3-2025-04-16,run_1,20,1,9,10,0.9,10926.13953,,0.44,,8747.558125
hard,greater,gpt,o3-2025-04-16,run_1,20,1,3,10,0.3,8834.666667,,,,
hard,path,gpt,o3-2025-04-16,run_1,20,1,7,10,0.7,5829.818182,,,,
hard,matrixmul,gpt,o3-2025-04-16,run_1,20,1,0,10,0,6654.745098,,,,
hard,count,gpt,o3-2025-04-16,run_1,20,1,3,10,0.3,8160,,,,
hard,arbitrary,gpt,o3-2025-04-16,run_1,20,1,0,10,0,8094.117647,,,,
hard,and_tree,gpt,o3-2025-04-16,run_1,20,1,10,10,1,4512,,,,
hard,add,gpt,o3-2025-04-16,run_1,20,1,4,10,0.4,8626.666667,,,,
hard,consequece_k,gpt,o3-2025-04-16,run_1,20,1,8,10,0.8,14754.13333,,,,
hard,compare,gpt,o3-2025-04-16,run_1,20,1,0,10,0,11083.29412,,,,
easy,swap,gemini,gemini-2.5-pro_thinking,run_1,20,0,4,10,0.4,10687.04762,0.62,,11700.85714,
easy,random_small,gemini,gemini-2.5-pro_thinking,run_1,20,0,9,10,0.9,8136.761905,,,,
easy,consequece,gemini,gemini-2.5-pro_thinking,run_1,20,0,10,10,1,8755.761905,,,,
easy,xor_seq,gemini,gemini-2.5-pro_thinking,run_1,20,0,6,10,0.6,16377.19048,,,,
easy,palindrome,gemini,gemini-2.5-pro_thinking,run_1,20,0,2,10,0.2,14547.52381,,,,
hard,random_big,gemini,gemini-2.5-pro_thinking,run_1,20,0,4,10,0.4,11806.95238,,0.37,,11844.7381
hard,greater,gemini,gemini-2.5-pro_thinking,run_1,20,0,1,10,0.1,13991.90476,,,,
hard,path,gemini,gemini-2.5-pro_thinking,run_1,20,0,4,10,0.4,9797.047619,,,,
hard,matrixmul,gemini,gemini-2.5-pro_thinking,run_1,20,0,0,10,0,12828.14286,,,,
hard,count,gemini,gemini-2.5-pro_thinking,run_1,20,0,2,10,0.2,13773.95238,,,,
hard,arbitrary,gemini,gemini-2.5-pro_thinking,run_1,20,0,0,10,0,15352.38095,,,,
hard,and_tree,gemini,gemini-2.5-pro_thinking,run_1,20,0,10,10,1,2936.619048,,,,
hard,add,gemini,gemini-2.5-pro_thinking,run_1,20,0,4,10,0.4,16062.19048,,,,
hard,consequece_k,gemini,gemini-2.5-pro_thinking,run_1,20,0,9,10,0.9,8931.952381,,,,
hard,compare,gemini,gemini-2.5-pro_thinking,run_1,20,0,3,10,0.3,12966.2381,,,,
easy,swap,gemini,gemini-2.5-flash_thinking,run_1,20,0,2,10,0.2,4963.142857,0.24,,9010.342857,
easy,random_small,gemini,gemini-2.5-flash_thinking,run_1,20,0,6,10,0.6,2770.095238,,,,
easy,consequece,gemini,gemini-2.5-flash_thinking,run_1,20,0,2,10,0.2,9666.666667,,,,
easy,xor_seq,gemini,gemini-2.5-flash_thinking,run_1,20,0,0,10,0,13514.38095,,,,
easy,palindrome,gemini,gemini-2.5-flash_thinking,run_1,20,0,2,10,0.2,14137.42857,,,,
hard,random_big,gemini,gemini-2.5-flash_thinking,run_1,20,0,3,10,0.3,9663.285714,,0.17,,12072.26667
hard,greater,gemini,gemini-2.5-flash_thinking,run_1,20,0,1,10,0.1,18330.47619,,,,
hard,path,gemini,gemini-2.5-flash_thinking,run_1,20,0,4,10,0.4,7857.52381,,,,
hard,matrixmul,gemini,gemini-2.5-flash_thinking,run_1,20,0,0,10,0,13503.7619,,,,
hard,count,gemini,gemini-2.5-flash_thinking,run_1,20,0,1,10,0.1,15737.66667,,,,
hard,arbitrary,gemini,gemini-2.5-flash_thinking,run_1,20,0,0,10,0,12970.42857,,,,
hard,and_tree,gemini,gemini-2.5-flash_thinking,run_1,20,0,7,10,0.7,2711.52381,,,,
hard,add,gemini,gemini-2.5-flash_thinking,run_1,20,0,0,10,0,16089.66667,,,,
hard,consequece_k,gemini,gemini-2.5-flash_thinking,run_1,20,0,1,10,0.1,8712.238095,,,,
hard,compare,gemini,gemini-2.5-flash_thinking,run_1,20,0,0,10,0,15146.09524,,,,
easy,swap,deepseek,deepseek-chat,run_1,20,1,0,10,0,0,0.46,,0,
easy,random_small,deepseek,deepseek-chat,run_1,20,1,10,10,1,0,,,,
easy,consequece,deepseek,deepseek-chat,run_1,20,1,6,10,0.6,0,,,,
easy,xor_seq,deepseek,deepseek-chat,run_1,20,1,3,10,0.3,0,,,,
easy,palindrome,deepseek,deepseek-chat,run_1,20,1,4,10,0.4,0,,,,
hard,random_big,deepseek,deepseek-chat,run_1,20,1,8,10,0.8,0,,0.31,,0
hard,greater,deepseek,deepseek-chat,run_1,20,1,5,10,0.5,0,,,,
hard,path,deepseek,deepseek-chat,run_1,20,1,5,10,0.5,0,,,,
hard,matrixmul,deepseek,deepseek-chat,run_1,20,1,1,10,0.1,0,,,,
hard,count,deepseek,deepseek-chat,run_1,20,1,5,10,0.5,0,,,,
hard,arbitrary,deepseek,deepseek-chat,run_1,20,1,1,10,0.1,0,,,,
hard,and_tree,deepseek,deepseek-chat,run_1,20,1,5,10,0.5,0,,,,
hard,add,deepseek,deepseek-chat,run_1,20,1,1,10,0.1,0,,,,
hard,consequece_k,deepseek,deepseek-chat,run_1,20,1,0,10,0,0,,,,
hard,compare,deepseek,deepseek-chat,run_1,20,1,0,10,0,0,,,,
